"","V1","V2"
"268",8.48977411477411e-06,-0.000557000270807467
"269",8.52157102157102e-06,-0.000570755596326549
"270",8.55336792836793e-06,-0.000553551612964272
"271",8.58516483516484e-06,-0.000590762461651517
"272",8.61696174196174e-06,-0.000566069052313653
"273",8.64875864875865e-06,-0.00055347995766693
"274",8.68055555555556e-06,-0.000600014687975277
"275",8.71235246235246e-06,-0.000596951365362953
"276",8.74414936914937e-06,-0.000601267870345499
"277",8.77594627594628e-06,-0.00061603551904681
"278",8.80774318274318e-06,-0.000614226223635652
"279",8.83954008954009e-06,-0.000580256867164135
"280",8.871336996337e-06,-0.000540672645921601
"281",8.9031339031339e-06,-0.000532833639976372
"282",8.93493080993081e-06,-0.000541003933687153
"283",8.96672771672772e-06,-0.000579977181122103
"284",8.99852462352462e-06,-0.000594166155544551
"285",9.03032153032153e-06,-0.000591517968466872
"286",9.06211843711844e-06,-0.000629161053585979
"287",9.09391534391534e-06,-0.000618027305144826
"288",9.12571225071225e-06,-0.000553834931462655
"289",9.15750915750916e-06,-0.000551018130778764
"290",9.18930606430606e-06,-0.000528071649128671
"291",9.22110297110297e-06,-0.000517753578743654
"292",9.25289987789988e-06,-0.000536510405890173
"293",9.28469678469678e-06,-0.000542759956119982
"294",9.31649369149369e-06,-0.000551355478315694
"295",9.3482905982906e-06,-0.000586829307223797
"296",9.3800875050875e-06,-0.000621874651021232
"297",9.41188441188441e-06,-0.000584658081753482
"298",9.44368131868132e-06,-0.000542170210731825
"299",9.47547822547822e-06,-0.000551112500486875
"300",9.50727513227513e-06,-0.000569395861938408
"301",9.53907203907204e-06,-0.000577435031355879
"302",9.57086894586895e-06,-0.000530175213018832
"303",9.60266585266585e-06,-0.000576469644369953
"304",9.63446275946276e-06,-0.000575039529549583
"305",9.66625966625967e-06,-0.000582371960836915
"306",9.69805657305657e-06,-0.000590794050612181
"307",9.72985347985348e-06,-0.000590966468415754
"308",9.76165038665039e-06,-0.000606337986063194
"309",9.79344729344729e-06,-0.000542284061581007
"310",9.8252442002442e-06,-0.000583543784410919
"311",9.85704110704111e-06,-0.000576919128745965
"312",9.88883801383801e-06,-0.000548871814955492
"313",9.92063492063492e-06,-0.000545574260654664
"314",9.95243182743183e-06,-0.000570970167533326
"315",9.98422873422873e-06,-0.00055212435732724
"316",1.00160256410256e-05,-0.000563773368890096
"317",1.00478225478225e-05,-0.000542158556981055
"318",1.00796194546195e-05,-0.000559791857093666
"319",1.01114163614164e-05,-0.000546787960443214
"320",1.01432132682133e-05,-0.000532922414574624
"321",1.01750101750102e-05,-0.000548549461677876
"322",1.02068070818071e-05,-0.00056473920864179
"323",1.0238603988604e-05,-0.000553463773025472
"324",1.02704008954009e-05,-0.000561163790844293
"325",1.03021978021978e-05,-0.000545741978668779
"326",1.03339947089947e-05,-0.000549219284465777
"327",1.03657916157916e-05,-0.000547464967219468
"328",1.03975885225885e-05,-0.000534167829169633
"329",1.04293854293854e-05,-0.00054828049616756
"330",1.04611823361823e-05,-0.000537683244530384
"331",1.04929792429792e-05,-0.000565787195934247
"332",1.05247761497761e-05,-0.000584316605929323
"333",1.05565730565731e-05,-0.000573989124876605
"334",1.058836996337e-05,-0.000567683507085658
"335",1.06201668701669e-05,-0.000603552571714097
"336",1.06519637769638e-05,-0.000603528076853772
"337",1.06837606837607e-05,-0.000634184539150317
"338",1.07155575905576e-05,-0.000608232735441148
"339",1.07473544973545e-05,-0.000599284303704156
"340",1.07791514041514e-05,-0.000587781307741518
"341",1.08109483109483e-05,-0.000601137658952604
"342",1.08427452177452e-05,-0.000572632978352808
"343",1.08745421245421e-05,-0.000613889869881766
"344",1.0906339031339e-05,-0.00058654958971816
"345",1.09381359381359e-05,-0.00062433066775883
"346",1.09699328449328e-05,-0.00061041621006035
"347",1.10017297517298e-05,-0.000623010609651441
"348",1.10335266585267e-05,-0.000636488366229613
"349",1.10653235653236e-05,-0.000635038380987881
"350",1.10971204721205e-05,-0.000633742319937648
"351",1.11289173789174e-05,-0.000614947380608206
"352",1.11607142857143e-05,-0.000630765561546635
"353",1.11925111925112e-05,-0.000635674189839563
"354",1.12243080993081e-05,-0.000644523710251844
"355",1.1256105006105e-05,-0.000628430404082739
"356",1.12879019129019e-05,-0.000653037020879097
"357",1.13196988196988e-05,-0.000641107879898948
"358",1.13514957264957e-05,-0.000636297394507192
"359",1.13832926332926e-05,-0.000642444505151391
"360",1.14150895400895e-05,-0.00061751407521735
"361",1.14468864468864e-05,-0.000626773586226091
"362",1.14786833536834e-05,-0.000620009877701502
"363",1.15104802604803e-05,-0.000592700326342687
"364",1.15422771672772e-05,-0.000569414823501273
"365",1.15740740740741e-05,-0.000585295446044447
"366",1.1605870980871e-05,-0.000600740293425483
"367",1.16376678876679e-05,-0.000586197587204143
"368",1.16694647944648e-05,-0.000626929425464855
"369",1.17012617012617e-05,-0.000615888333051877
"370",1.17330586080586e-05,-0.000611783304734807
"371",1.17648555148555e-05,-0.000575851679425182
"372",1.17966524216524e-05,-0.000610631335299128
"373",1.18284493284493e-05,-0.000585301200393714
"374",1.18602462352462e-05,-0.000596416042577527
"375",1.18920431420431e-05,-0.000588538333689539
"376",1.192384004884e-05,-0.000565993208800493
"377",1.1955636955637e-05,-0.000565120545363962
"378",1.19874338624339e-05,-0.000580243770494851
"379",1.20192307692308e-05,-0.000572200568618208
"380",1.20510276760277e-05,-0.000541022902759173
"381",1.20828245828246e-05,-0.00053028931559445
"382",1.21146214896215e-05,-0.000573040637332975
"383",1.21464183964184e-05,-0.000576018121497154
"384",1.21782153032153e-05,-0.000534606580262173
"385",1.22100122100122e-05,-0.000517047681584511
"386",1.22418091168091e-05,-0.000509091946631605
"387",1.2273606023606e-05,-0.000474173174877684
"388",1.23054029304029e-05,-0.000463170027277577
"389",1.23371998371998e-05,-0.000472374892931845
"390",1.23689967439967e-05,-0.000444882671115087
"391",1.24007936507936e-05,-0.00041096293482873
"392",1.24325905575906e-05,-0.000394530566705396
"393",1.24643874643875e-05,-0.00034493025269772
"394",1.24961843711844e-05,-0.000321035810172494
"395",1.25279812779813e-05,-0.00034515376835418
"396",1.25597781847782e-05,-0.00038091966436832
"397",1.25915750915751e-05,-0.000397060269492253
"398",1.2623371998372e-05,-0.000413592236591551
"399",1.26551689051689e-05,-0.000403180282425854
"400",1.26869658119658e-05,-0.00042294675102913
"401",1.27187627187627e-05,-0.000437504036432768
"402",1.27505596255596e-05,-0.000378047168549135
"403",1.27823565323565e-05,-0.000361144633178293
"404",1.28141534391534e-05,-0.000387191660772014
"405",1.28459503459503e-05,-0.000383878072832541
"406",1.28777472527473e-05,-0.000387264125181512
"407",1.29095441595442e-05,-0.000370874765480159
"408",1.29413410663411e-05,-0.000398230661855547
"409",1.2973137973138e-05,-0.000397030471051666
"410",1.30049348799349e-05,-0.000433201508877011
"411",1.30367317867318e-05,-0.000463104730263899
"412",1.30685286935287e-05,-0.000466511619377633
"413",1.31003256003256e-05,-0.000444767816183098
"414",1.31321225071225e-05,-0.000442685584096596
"415",1.31639194139194e-05,-0.000408768381448185
"416",1.31957163207163e-05,-0.000440816184477254
"417",1.32275132275132e-05,-0.000414678336294578
"418",1.32593101343101e-05,-0.000442974674363015
"419",1.3291107041107e-05,-0.000458310041555873
"420",1.33229039479039e-05,-0.000401316646833174
"421",1.33547008547009e-05,-0.000363386156151289
"422",1.33864977614978e-05,-0.000368128312374439
"423",1.34182946682947e-05,-0.000354600015462617
"424",1.34500915750916e-05,-0.000342148209925758
"425",1.34818884818885e-05,-0.000297619410089185
"426",1.35136853886854e-05,-0.000273646841107623
"427",1.35454822954823e-05,-0.000262881127488032
"428",1.35772792022792e-05,-0.00032291752832499
"429",1.36090761090761e-05,-0.000311930608194112
"430",1.3640873015873e-05,-0.000327575032708219
"431",1.36726699226699e-05,-0.000338469050757208
"432",1.37044668294668e-05,-0.000335729610903669
"433",1.37362637362637e-05,-0.000347547844887531
"434",1.37680606430606e-05,-0.000348926798530775
"435",1.37998575498575e-05,-0.000316937465662245
"436",1.38316544566545e-05,-0.000302627927467925
"437",1.38634513634514e-05,-0.000316504512191733
"438",1.38952482702483e-05,-0.00033460040622188
"439",1.39270451770452e-05,-0.000305422073337908
"440",1.39588420838421e-05,-0.000320947695634309
"441",1.3990638990639e-05,-0.000302392846492541
"442",1.40224358974359e-05,-0.00031518485188785
"443",1.40542328042328e-05,-0.000277407940321631
"444",1.40860297110297e-05,-0.00031492374958308
"445",1.41178266178266e-05,-0.000304203653667678
"446",1.41496235246235e-05,-0.000330534417875336
"447",1.41814204314204e-05,-0.000347794037742694
"448",1.42132173382173e-05,-0.000376447888936566
"449",1.42450142450142e-05,-0.000395258593803254
"450",1.42768111518112e-05,-0.000358780049698758
"451",1.43086080586081e-05,-0.000378447738503127
"452",1.4340404965405e-05,-0.000348665284477472
"453",1.43722018722019e-05,-0.000332237272240775
"454",1.44039987789988e-05,-0.000314375135828167
"455",1.44357956857957e-05,-0.000324355492123633
"456",1.44675925925926e-05,-0.000343437672127947
"457",1.44993894993895e-05,-0.000351293337036563
"458",1.45311864061864e-05,-0.000398162227659214
"459",1.45629833129833e-05,-0.000380931046318773
"460",1.45947802197802e-05,-0.000414146445258322
"461",1.46265771265771e-05,-0.00039425479670633
"462",1.4658374033374e-05,-0.000383984403568658
"463",1.46901709401709e-05,-0.00039398134507536
"464",1.47219678469678e-05,-0.000406037696871071
"465",1.47537647537648e-05,-0.000412116241294215
"466",1.47855616605617e-05,-0.000447448884456414
"467",1.48173585673586e-05,-0.000475936813852528
"468",1.48491554741555e-05,-0.000474953456626717
"469",1.48809523809524e-05,-0.000477770933115807
"470",1.49127492877493e-05,-0.00050816678608482
"471",1.49445461945462e-05,-0.000518556380304827
"472",1.49763431013431e-05,-0.000504143683365369
"473",1.500814000814e-05,-0.000494605833743175
"474",1.50399369149369e-05,-0.000534043837217555
"475",1.50717338217338e-05,-0.00052707805637515
"476",1.51035307285307e-05,-0.00051401945759025
"477",1.51353276353276e-05,-0.000511459652341675
"478",1.51671245421245e-05,-0.000493103205763698
"479",1.51989214489214e-05,-0.000510380953054616
"480",1.52307183557184e-05,-0.000530545361985712
"481",1.52625152625153e-05,-0.000580632062371011
"482",1.52943121693122e-05,-0.000563358131673295
"483",1.53261090761091e-05,-0.000553992066918816
"484",1.5357905982906e-05,-0.000546542314466744
"485",1.53897028897029e-05,-0.000550174570684093
"486",1.54214997964998e-05,-0.000541934124556527
"487",1.54532967032967e-05,-0.000534125667746059
"488",1.54850936100936e-05,-0.000528694823937212
"489",1.55168905168905e-05,-0.000522997362384505
"490",1.55486874236874e-05,-0.000581561683537201
"491",1.55804843304843e-05,-0.000603545746346998
"492",1.56122812372812e-05,-0.000617177916566125
"493",1.56440781440781e-05,-0.000598282124900343
"494",1.56758750508751e-05,-0.000594494805595744
"495",1.5707671957672e-05,-0.000588040990664862
"496",1.57394688644689e-05,-0.000540934844344997
"497",1.57712657712658e-05,-0.000574696346741507
"498",1.58030626780627e-05,-0.000613900220324143
"499",1.58348595848596e-05,-0.000602403359020271
"500",1.58666564916565e-05,-0.00057387384181055
"501",1.58984533984534e-05,-0.000554180856191827
"502",1.59302503052503e-05,-0.000553542590506857
"503",1.59620472120472e-05,-0.000554414646570416
"504",1.59938441188441e-05,-0.000537027564159061
"505",1.6025641025641e-05,-0.000530006898064904
"506",1.60574379324379e-05,-0.000562036031477741
"507",1.60892348392348e-05,-0.000605222684509506
"508",1.61210317460317e-05,-0.000579710831972131
"509",1.61528286528287e-05,-0.000607271523546134
"510",1.61846255596256e-05,-0.000609643257897492
"511",1.62164224664225e-05,-0.00063489229758951
"512",1.62482193732194e-05,-0.000609282172420415
"513",1.62800162800163e-05,-0.000625872802017073
"514",1.63118131868132e-05,-0.000670946941692627
"515",1.63436100936101e-05,-0.000598464855728928
"516",1.6375407000407e-05,-0.000617620239130628
"517",1.64072039072039e-05,-0.00061882757165828
"518",1.64390008140008e-05,-0.000619209157952697
"519",1.64707977207977e-05,-0.000665108695830815
"520",1.65025946275946e-05,-0.000666034530462159
"521",1.65343915343915e-05,-0.000668120793548764
"522",1.65661884411884e-05,-0.000665524050456676
"523",1.65979853479853e-05,-0.000653304407678651
"524",1.66297822547823e-05,-0.000668071252325787
"525",1.66615791615792e-05,-0.00063709450357426
"526",1.66933760683761e-05,-0.000607166057113479
"527",1.6725172975173e-05,-0.000628801067002238
"528",1.67569698819699e-05,-0.000646868949085521
"529",1.67887667887668e-05,-0.000634202291387575
"530",1.68205636955637e-05,-0.000634947606134316
"531",1.68523606023606e-05,-0.000623697519184466
"532",1.68841575091575e-05,-0.000587412165522463
"533",1.69159544159544e-05,-0.000560511247003223
"534",1.69477513227513e-05,-0.000587586084316267
"535",1.69795482295482e-05,-0.000594101565732322
"536",1.70113451363451e-05,-0.000630429181292644
"537",1.7043142043142e-05,-0.00059370122251397
"538",1.70749389499389e-05,-0.000589159180585809
"539",1.71067358567359e-05,-0.00058923059991141
"540",1.71385327635328e-05,-0.000598329622390058
"541",1.71703296703297e-05,-0.000609751544281771
"542",1.72021265771266e-05,-0.00063875746540454
"543",1.72339234839235e-05,-0.000651172701974131
"544",1.72657203907204e-05,-0.000628527388838932
"545",1.72975172975173e-05,-0.000588630683244449
"546",1.73293142043142e-05,-0.000590312428445006
"547",1.73611111111111e-05,-0.000538499108913731
"548",1.7392908017908e-05,-0.000555809816054099
"549",1.74247049247049e-05,-0.000585014519911085
"550",1.74565018315018e-05,-0.000568938984212771
"551",1.74882987382987e-05,-0.000557476714723951
"552",1.75200956450956e-05,-0.000532563157088309
"553",1.75518925518926e-05,-0.000530939290061342
"554",1.75836894586895e-05,-0.000515181987724685
"555",1.76154863654864e-05,-0.000503454521425614
"556",1.76472832722833e-05,-0.000540135239027788
"557",1.76790801790802e-05,-0.000511590435652719
"558",1.77108770858771e-05,-0.000520114480553835
"559",1.7742673992674e-05,-0.000483714922942229
"560",1.77744708994709e-05,-0.000493207632763589
"561",1.78062678062678e-05,-0.000488117296768241
"562",1.78380647130647e-05,-0.000519167377125179
"563",1.78698616198616e-05,-0.000505428408646139
"564",1.79016585266585e-05,-0.000498016295045135
"565",1.79334554334554e-05,-0.000497240307620997
"566",1.79652523402523e-05,-0.000520497818481174
"567",1.79970492470492e-05,-0.000502664419220134
"568",1.80288461538462e-05,-0.000505249773131763
"569",1.80606430606431e-05,-0.000567838117729355
"570",1.809243996744e-05,-0.000560427305129626
"571",1.81242368742369e-05,-0.000591150713204057
"572",1.81560337810338e-05,-0.000590398522539866
"573",1.81878306878307e-05,-0.000592434196767899
"574",1.82196275946276e-05,-0.000574578111474796
"575",1.82514245014245e-05,-0.000584230106737803
"576",1.82832214082214e-05,-0.000603166664703408
"577",1.83150183150183e-05,-0.000598007854613518
"578",1.83468152218152e-05,-0.000641616772764083
"579",1.83786121286121e-05,-0.000634629752342182
"580",1.8410409035409e-05,-0.000655697063896665
